code_3,code_1,script,name,family,type,tok_code,proxy,auto_assigned,default_code_1,default_script
lin,ln,Latn,Lingala,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,TRUE,TRUE
lip,,Latn,Sekpele,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
lis,,Lisu,Lisu,Sino-Tibetan,WhitespaceTokenizer,,TRUE,TRUE,FALSE,TRUE
lit,lt,Latn,Lithuanian,Indo-European,SpaCyTokenizer,lt,FALSE,FALSE,TRUE,TRUE
liv,,Latn,Liv,Uralic,SpaCyTokenizer,fi,TRUE,TRUE,FALSE,TRUE
ljp,,Latn,Lampung Api,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
lki,,Arab,Laki,Indo-European,IndicNLPTokenizer,ur,TRUE,TRUE,FALSE,TRUE
llb,,Latn,Lolo,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
lld,,Latn,Ladin,Indo-European,SpaCyTokenizer,fr,TRUE,TRUE,FALSE,TRUE
llg,,Latn,Lole,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
lln,,Latn,Lele (Chad),Afro-Asiatic,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
lmk,,Latn,Lamkang,Sino-Tibetan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
lmo,,Latn,Lombard,Indo-European,SpaCyTokenizer,lij,TRUE,TRUE,FALSE,TRUE
lmp,,Latn,Limbum,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
lnd,,Latn,Lundayeh,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
lob,,Latn,Lobi,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
loe,,Latn,Saluan,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
log,,Latn,Logo,Nilo-Saharan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
lok,,Latn,Loko,Niger-Congo,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
lol,,Latn,Mongo,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
lom,,Latn,Loma (Liberia),Niger-Congo,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
loq,,Latn,Lobala,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
loz,,Latn,Lozi,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
lrc,,Arab,Northern Luri,Indo-European,IndicNLPTokenizer,ur,TRUE,TRUE,FALSE,TRUE
lsi,,Latn,Lashi,Sino-Tibetan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
lsm,,Latn,Saamia,Niger-Congo,SpaCyTokenizer,lg,TRUE,TRUE,FALSE,TRUE
ltg,lv,Latn,Latgalian,Indo-European,SpaCyTokenizer,lv,FALSE,FALSE,FALSE,TRUE
ltz,lb,Latn,Luxembourgish,Indo-European,SpaCyTokenizer,lb,FALSE,FALSE,TRUE,TRUE
lua,,Latn,Luba-Lulua,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
lub,lu,Latn,Luba-Katanga,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,TRUE,TRUE
luc,,Latn,Aringa,Nilo-Saharan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
lud,,Latn,Ludian,Uralic,SpaCyTokenizer,fi,TRUE,TRUE,FALSE,TRUE
lue,,Latn,Luvale,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
lug,lg,Latn,Ganda,Niger-Congo,SpaCyTokenizer,lg,FALSE,FALSE,TRUE,TRUE
lun,,Latn,Lunda,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
luo,,Latn,Luo (Kenya and Tanzania),Nilo-Saharan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
lus,,Latn,Lushai,Sino-Tibetan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
luy,,Latn,Luyia,,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
lvs,lv,Latn,Standard Latvian,Indo-European,SpaCyTokenizer,lv,FALSE,FALSE,TRUE,TRUE
lwg,,Latn,Wanga,Niger-Congo,SpaCyTokenizer,lg,TRUE,TRUE,FALSE,TRUE
lwo,,Latn,Luwo,Nilo-Saharan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
lww,,Latn,Lewo,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
lzh,zh,Hani,Literary Chinese,Sino-Tibetan,StanzaTokenizer,lzh,FALSE,FALSE,FALSE,TRUE
maa,,Latn,San Jerónimo Tecóatl Mazatec,Otomanguean,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
mad,,Latn,Madurese,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
maf,,Latn,Mafa,Afro-Asiatic,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
mag,,Deva,Magahi,Indo-European,IndicNLPTokenizer,hi,TRUE,TRUE,FALSE,TRUE
mah,mh,Latn,Marshallese,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,TRUE,TRUE
mai,,Deva,Maithili,Indo-European,IndicNLPTokenizer,hi,FALSE,FALSE,FALSE,TRUE
maj,,Latn,Jalapa De Díaz Mazatec,Otomanguean,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
mak,,Latn,Makasar,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
mal,ml,Latn,Malayalam,Dravidian,SpaCyTokenizer,xx,TRUE,TRUE,TRUE,FALSE
mal,ml,Mlym,Malayalam,Dravidian,IndicNLPTokenizer,ml,FALSE,FALSE,TRUE,TRUE
mam,,Latn,Mam,Mayan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
man,,Latn,Mandingo,,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
maq,,Latn,Chiquihuitlán Mazatec,Otomanguean,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
mar,mr,Deva,Marathi,Indo-European,IndicNLPTokenizer,mr,FALSE,FALSE,TRUE,TRUE
mar,mr,Latn,Marathi,Indo-European,StanzaTokenizer,kmr,TRUE,TRUE,TRUE,FALSE
mas,,Latn,Masai,Nilo-Saharan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
mau,,Latn,Huautla Mazatec,Otomanguean,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
mav,,Latn,Sateré-Mawé,Tupian,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
maw,,Latn,Mampruli,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
max,ms,Latn,North Moluccan Malay,Creole,SpaCyTokenizer,ms,FALSE,FALSE,FALSE,TRUE
maz,,Latn,Central Mazahua,Otomanguean,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
mbb,,Latn,Western Bukidnon Manobo,Austronesian,SpaCyTokenizer,tl,TRUE,TRUE,FALSE,TRUE
mbc,,Latn,Macushi,Cariban,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
mbd,,Latn,Dibabawon Manobo,Austronesian,SpaCyTokenizer,tl,TRUE,TRUE,FALSE,TRUE
mbf,,Latn,Baba Malay,Creole,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
mbh,,Latn,Mangseng,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
mbi,,Latn,Ilianen Manobo,Austronesian,SpaCyTokenizer,tl,TRUE,TRUE,FALSE,TRUE
mbj,,Latn,Nadëb,Puinavean,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
mbl,,Latn,Maxakalí,Maxakalian,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
mbs,,Latn,Sarangani Manobo,Austronesian,SpaCyTokenizer,tl,TRUE,TRUE,FALSE,TRUE
mbt,,Latn,Matigsalug Manobo,Austronesian,SpaCyTokenizer,tl,TRUE,TRUE,FALSE,TRUE
mca,,Latn,Maca,Matacoan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
mcb,,Latn,Machiguenga,Maipurean,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
mcd,,Latn,Sharanahua,Panoan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
mcf,,Latn,Matsés,Panoan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
mck,,Latn,Mbunda,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
mcn,,Latn,Masana,Afro-Asiatic,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
mco,,Latn,Coatlán Mixe,Mixe-Zoquean,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
mcp,,Latn,Makaa,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
mcq,,Latn,Ese,Trans-New Guinea,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
mcu,,Latn,Cameroon Mambila,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
mda,,Latn,Mada (Nigeria),Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
mdf,,Cyrl,Moksha,Uralic,StanzaTokenizer,myv,TRUE,TRUE,FALSE,TRUE
mdy,,Ethi,Male (Ethiopia),Afro-Asiatic,WhitespaceTokenizer,,TRUE,TRUE,FALSE,TRUE
med,,Latn,Melpa,Trans-New Guinea,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
mee,,Latn,Mengen,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
mej,,Latn,Meyah,East Bird’s Head-Sentani,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
mek,,Latn,Mekeo,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
men,,Latn,Mende (Sierra Leone),Niger-Congo,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
meq,,Latn,Merey,Afro-Asiatic,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
mer,,Latn,Meru,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
met,,Latn,Mato,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
meu,,Latn,Motu,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
mev,,Latn,Mano,Niger-Congo,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
mfe,,Latn,Morisyen,Creole,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
mfg,,Latn,Mogofin,Niger-Congo,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
mfh,,Latn,Matal,Afro-Asiatic,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
mfi,,Latn,Wandala,Afro-Asiatic,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
mfk,,Latn,North Mofu,Afro-Asiatic,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
mfq,,Latn,Moba,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
mfy,,Latn,Mayo,Uto-Aztecan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
mfz,,Latn,Mabaan,Nilo-Saharan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
mgc,,Latn,Morokodo,Nilo-Saharan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
mgh,,Latn,Makhuwa-Meetto,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
mgm,,Latn,Mambae,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
mgo,,Latn,Meta',Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
mgr,,Latn,Mambwe-Lungu,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
mhi,,Latn,Ma'di,Nilo-Saharan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
mhl,,Latn,Mauwake,Trans-New Guinea,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
mhr,,Cyrl,Eastern Mari,Uralic,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
mhw,,Latn,Mbukushu,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
mhx,,Latn,Maru,Sino-Tibetan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
mhy,,Latn,Ma'anyan,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
mib,,Latn,Atatláhuca Mixtec,Otomanguean,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
mic,,Latn,Mi'kmaq,Algic,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
mie,,Latn,Ocotepec Mixtec,Otomanguean,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
mif,,Latn,Mofu-Gudur,Afro-Asiatic,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
mig,,Latn,San Miguel El Grande Mixtec,Otomanguean,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
mih,,Latn,Chayuco Mixtec,Otomanguean,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
mil,,Latn,Peñoles Mixtec,Otomanguean,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
mim,,Latn,Alacatlatzala Mixtec,Otomanguean,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
min,ms,Arab,Minangkabau,Austronesian,WhitespaceTokenizer,,TRUE,TRUE,FALSE,FALSE
min,ms,Latn,Minangkabau,Austronesian,SpaCyTokenizer,ms,FALSE,FALSE,FALSE,TRUE
mio,,Latn,Pinotepa Nacional Mixtec,Otomanguean,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
mip,,Latn,Apasco-Apoala Mixtec,Otomanguean,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
miq,,Latn,Mískito,Misumalpan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
mir,,Latn,Isthmus Mixe,Mixe-Zoquean,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
mit,,Latn,Southern Puebla Mixtec,Otomanguean,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
miy,,Latn,Ayutla Mixtec,Otomanguean,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
miz,,Latn,Coatzospan Mixtec,Otomanguean,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
mjc,,Latn,San Juan Colorado Mixtec,Otomanguean,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
mjw,,Latn,Karbi,Sino-Tibetan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
mkd,mk,Cyrl,Macedonian,Indo-European,SpaCyTokenizer,mk,FALSE,FALSE,TRUE,TRUE
mkl,,Latn,Mokole,Niger-Congo,SpaCyTokenizer,yo,TRUE,TRUE,FALSE,TRUE
mkn,,Latn,Kupang Malay,Creole,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
mks,,Latn,Silacayoapan Mixtec,Otomanguean,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
mkz,,Latn,Makasae,Trans-New Guinea,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
mlg,mg,Latn,Malagasy,,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
mlh,,Latn,Mape,Trans-New Guinea,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
mlp,,Latn,Bargam,Trans-New Guinea,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
mlt,mt,Latn,Maltese,Afro-Asiatic,StanzaTokenizer,mt,FALSE,FALSE,TRUE,TRUE
mlu,,Latn,To'abaita,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
mmn,,Latn,Mamanwa,Austronesian,SpaCyTokenizer,tl,TRUE,TRUE,FALSE,TRUE
mmo,,Latn,Mangga Buang,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
mmx,,Latn,Madak,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
mna,,Latn,Mbula,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
mnb,,Latn,Muna,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
mnf,,Latn,Mundani,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
mni,,Beng,Manipuri,Sino-Tibetan,WhitespaceTokenizer,,TRUE,TRUE,FALSE,FALSE
mni,,Latn,Manipuri,Sino-Tibetan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
mni,,Mtei,Manipuri,Sino-Tibetan,WhitespaceTokenizer,,TRUE,TRUE,FALSE,FALSE
mnk,,Latn,Mandinka,Niger-Congo,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
mns,,Cyrl,Mansi,Uralic,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
mnw,,Mymr,Mon,Austro-Asiatic,BurmeseTokenizer,,TRUE,TRUE,FALSE,TRUE
mnx,,Latn,Manikion,East Bird’s Head-Sentani,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
mny,,Latn,Manyawa,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
moa,,Latn,Mwan,Niger-Congo,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
moc,,Latn,Mocoví,Guaykuruan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
mog,,Latn,Mongondow,Austronesian,SpaCyTokenizer,tl,TRUE,TRUE,FALSE,TRUE
moh,,Latn,Mohawk,Iroquoian,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
mon,mn,Cyrl,Mongolian,,StanzaTokenizer,bxr,TRUE,TRUE,FALSE,TRUE
mop,,Latn,Mopán Maya,Mayan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
mor,,Latn,Moro,Niger-Congo,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
mos,,Latn,Mossi,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
mox,,Latn,Molima,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
mpg,,Latn,Marba,Afro-Asiatic,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
mph,,Latn,Maung,Australian,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
mpm,,Latn,Yosondúa Mixtec,Otomanguean,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
mpp,,Latn,Migabac,Trans-New Guinea,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
mps,,Latn,Dadibi,Trans-New Guinea,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
mpt,,Latn,Mian,Trans-New Guinea,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
mpx,,Latn,Misima-Panaeati,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
mqb,,Latn,Mbuko,Afro-Asiatic,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
mqj,,Latn,Mamasa,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
mqy,,Latn,Manggarai,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
mrg,,Latn,Mising,Sino-Tibetan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
mri,mi,Latn,Maori,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,TRUE,TRUE
mrj,,Cyrl,Western Mari,Uralic,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
mrq,,Latn,North Marquesan,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
mrv,,Latn,Mangareva,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
mrw,,Latn,Maranao,Austronesian,SpaCyTokenizer,tl,TRUE,TRUE,FALSE,TRUE
msa,ms,Arab,Malay (macrolanguage),,WhitespaceTokenizer,,TRUE,TRUE,FALSE,FALSE
msa,ms,Latn,Malay (macrolanguage),,SpaCyTokenizer,ms,FALSE,FALSE,FALSE,TRUE
msa,ms,Thai,Malay (macrolanguage),,ThaiTokenizer,,TRUE,TRUE,FALSE,FALSE
msb,,Latn,Masbatenyo,Austronesian,SpaCyTokenizer,tl,TRUE,TRUE,FALSE,TRUE
msc,,Latn,Sankaran Maninka,Niger-Congo,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
mse,,Latn,Musey,Afro-Asiatic,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
msk,,Latn,Mansaka,Austronesian,SpaCyTokenizer,tl,TRUE,TRUE,FALSE,TRUE
msm,,Latn,Agusan Manobo,Austronesian,SpaCyTokenizer,tl,TRUE,TRUE,FALSE,TRUE
msy,,Latn,Aruamu,Ramu-Lower Sepik,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
mta,,Latn,Cotabato Manobo,Austronesian,SpaCyTokenizer,tl,TRUE,TRUE,FALSE,TRUE
mtg,,Latn,Una,Trans-New Guinea,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
mti,,Latn,Maiwa (Papua New Guinea),Trans-New Guinea,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
mtj,,Latn,Moskona,East Bird’s Head-Sentani,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
mto,,Latn,Totontepec Mixe,Mixe-Zoquean,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
mtp,,Latn,Wichí Lhamtés Nocten,Matacoan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
mua,,Latn,Mundang,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
mug,,Latn,Musgu,Afro-Asiatic,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
muh,,Latn,Mündü,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
mui,ms,Latn,Musi,Austronesian,SpaCyTokenizer,ms,FALSE,FALSE,FALSE,TRUE
mup,,Deva,Malvi,Indo-European,IndicNLPTokenizer,ne,TRUE,TRUE,FALSE,TRUE
mur,,Latn,Murle,Nilo-Saharan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
mus,,Latn,Creek,Muskogean,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
mux,,Latn,Bo-Ung,Trans-New Guinea,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
muy,,Latn,Muyang,Afro-Asiatic,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
mva,,Latn,Manam,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
mvn,,Latn,Minaveha,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
mvp,,Latn,Duri,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
mwc,,Latn,Are,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
mwf,,Latn,Murrinh-Patha,Australian,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
mwl,,Latn,Mirandese,Indo-European,SpaCyTokenizer,es,TRUE,TRUE,FALSE,TRUE
mwm,,Latn,Sar,Nilo-Saharan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
mwn,,Latn,Nyamwanga,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
mwp,,Latn,Kala Lagaw Ya,Australian,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
mwq,,Latn,Mün Chin,Sino-Tibetan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
mwv,,Latn,Mentawai,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
mww,,Latn,Hmong Daw,Hmong-Mien,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
mxb,,Latn,Tezoatlán Mixtec,Otomanguean,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
mxp,,Latn,Tlahuitoltepec Mixe,Mixe-Zoquean,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
mxq,,Latn,Juquila Mixe,Mixe-Zoquean,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
mxt,,Latn,Jamiltepec Mixtec,Otomanguean,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
mxv,,Latn,Metlatónoc Mixtec,Otomanguean,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
mya,my,Mymr,Burmese,Sino-Tibetan,BurmeseTokenizer,,FALSE,FALSE,TRUE,TRUE
myb,,Latn,Mbay,Nilo-Saharan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
myk,,Latn,Mamara Senoufo,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
myu,,Latn,Mundurukú,Tupian,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
myv,,Cyrl,Erzya,Uralic,StanzaTokenizer,myv,FALSE,FALSE,FALSE,TRUE
myw,,Latn,Muyuw,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
myx,,Latn,Masaaba,Niger-Congo,SpaCyTokenizer,lg,TRUE,TRUE,FALSE,TRUE
myy,,Latn,Macuna,Tucanoan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
mza,,Latn,Santa María Zacatepec Mixtec,Otomanguean,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
mzh,,Latn,Wichí Lhamtés Güisnay,Matacoan,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
mzk,,Latn,Nigeria Mambila,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
mzl,,Latn,Mazatlán Mixe,Mixe-Zoquean,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
mzm,,Latn,Mumuye,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
mzn,,Arab,Mazanderani,Indo-European,IndicNLPTokenizer,ur,TRUE,TRUE,FALSE,TRUE
mzw,,Latn,Deg,Niger-Congo,SpaCyTokenizer,tn,TRUE,TRUE,FALSE,TRUE
mzz,,Latn,Maiadomu,Austronesian,SpaCyTokenizer,ms,TRUE,TRUE,FALSE,TRUE
nab,,Latn,Southern Nambikuára,Nambikwara,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
naf,,Latn,Nabak,Trans-New Guinea,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
nah,,Latn,,,SpaCyTokenizer,xx,TRUE,TRUE,FALSE,TRUE
